Algorithm,Group Size,Message Size,Encryption Time (ms),Decryption Time (ms),CPU Usage (%),Memory Usage (%),Message Overhead (bytes),Total Time (ms)
Hybrid,5,1024,0.132667017,0.048250076,49.9,0.027435303,5248,6060.510583
Hybrid,5,10240,0.290957978,0.156164984,50,0.06653595,5248,5044.888625
Hybrid,5,10240,0.27733203,0.156542053,50,0.06652832,5248,2821.629083
Hybrid,5,10240,0.263291877,0.162624987,49.85,0.066520691,5248,6561.456875
Hybrid,5,10240,0.259791908,0.155706948,49.6,0.066509247,5248,3291.255958
Hybrid,5,10240,0.26637502,0.158333976,50,0.066509247,5248,5239.10525
Hybrid,5,10240,0.243041955,0.156208,50,0.066505432,5248,3835.835875
Hybrid,5,10240,0.25141699,0.156291004,50,0.065525055,5248,5742.741417
Hybrid,5,10240,0.244208903,0.160957046,50,0.066505432,5248,3087.478917
Hybrid,5,10240,0.241457019,0.155666028,49.65,0.066501617,5248,6297.619084
Hybrid,5,10240,0.309458002,0.158250914,49.6,0.066505432,5248,3367.375
Hybrid,50,128,1.048211183,0.416585244,50,0.165699959,628768,54192.16475
Hybrid,50,128,1.012042107,0.32846001,49.8,0.167420387,628768,54164.78625
Hybrid,50,128,0.879548199,0.329251168,49.9,0.168595314,628768,51451.2835
Hybrid,50,128,0.992789981,0.329044124,49.85,0.170056343,628768,60038.61167
Hybrid,50,128,0.958878023,0.3257512,49.9,0.171780586,628768,45986.13371
Hybrid,50,128,0.95387717,0.329375092,49.9,0.17034626,628768,49294.59171
Hybrid,50,128,0.993997965,0.329706236,49.8,0.159600258,628768,56280.97696
Hybrid,50,128,0.994628761,0.327712682,49.9,0.16007328,628768,39033.90954
Hybrid,50,128,0.891254982,0.331541814,49.9,0.15976429,628768,52158.2695
Hybrid,50,128,0.888454961,0.327464077,49.9,0.159623146,628768,49516.85737
Hybrid,50,1024,1.918416936,0.516956148,49.85,0.162209511,628768,51740.287
Hybrid,50,1024,1.420253131,0.692414236,49.9,0.162205696,628768,51235.06342
Hybrid,50,1024,1.184456865,0.518083165,49.95,0.162198067,628768,57781.34779
Hybrid,50,1024,1.070711005,0.51862601,50,0.16246891,628768,53850.68025
Hybrid,50,1024,1.138244057,0.522333023,49.85,0.162194252,628768,59586.05696
Hybrid,50,1024,1.180877967,0.518417219,49.95,0.162194252,628768,55933.80533
Hybrid,50,1024,1.116254018,0.516249798,49.8,0.162175179,628768,51192.25733
Hybrid,50,1024,1.187332033,0.549083983,49.9,0.162190437,628768,51053.60167
Hybrid,50,1024,1.217957004,0.518416287,49.8,0.162182808,628768,57143.49313
Hybrid,50,1024,1.206251211,0.522420974,49.9,0.162178993,628768,45611.65075
Hybrid,50,10240,4.526085861,1.900876872,49.9,0.201230049,628768,40651.67917
Hybrid,50,10240,2.821126895,1.870997017,49.9,0.201275826,628768,57969.69513
Hybrid,50,10240,2.863919886,1.867460029,49.95,0.201268196,628768,53591.01925
Hybrid,50,10240,2.808121906,1.854790025,49.85,0.20127964,628768,51559.4785
Hybrid,50,10240,2.713247843,1.858713338,49.95,0.20128727,628768,50766.60046
Hybrid,50,10240,2.816913882,1.882873126,49.85,0.201535225,628768,51006.84533
Hybrid,50,10240,2.772536711,1.871999004,49.95,0.20121479,628768,47339.52329
Hybrid,50,10240,2.81562499,1.862620004,49.85,0.201226234,628768,57298.54821
Hybrid,50,10240,2.770623949,1.882211014,49.95,0.201210976,628768,54208.23421
Hybrid,50,10240,4.556418862,2.303500194,46.45,0.201226234,628768,54478.16662
Hybrid,100,128,3.889792191,1.126164978,49.55,0.312209129,2537568,105836.7601
Hybrid,100,128,3.473957884,0.683961902,49.6,0.316134453,2537568,103693.8002
Hybrid,100,128,1.909631013,0.664294232,49.8,0.31692791,2537568,104869.458
Hybrid,100,128,1.903581258,0.675035873,49.85,0.319247246,2537568,103297.0663
Hybrid,100,128,2.118463046,0.743958168,49.9,0.323279381,2537568,101715.0386
Hybrid,100,128,1.938248985,0.688460073,49.9,0.316447258,2537568,114657.9314
Hybrid,100,128,1.89266802,0.659206649,49.85,0.31837368,2537568,99513.06417
Hybrid,100,128,1.927962177,0.680584984,49.9,0.319277763,2537568,113710.1696
Hybrid,100,128,1.857338357,0.665461062,49.95,0.321490288,2537568,103712.799
Hybrid,100,128,1.830299094,0.668287859,49.85,0.313113213,2537568,98003.43525
Hybrid,100,1024,2.301663975,1.047579397,49.9,0.314822197,2537568,89520.02833
Hybrid,100,1024,2.887422103,1.303085126,49.85,0.315649986,2537568,104471.2605
Hybrid,100,1024,2.100869315,1.067248581,49.95,0.318007469,2537568,103016.5779
Hybrid,100,1024,2.194414905,1.047128288,49.9,0.320040703,2537568,105683.7426
Hybrid,100,1024,2.401619859,1.074707892,49.6,0.322047234,2537568,107901.5011
Hybrid,100,1024,2.317756065,1.053037879,49.85,0.323504448,2537568,102549.6318
Hybrid,100,1024,2.303668356,1.074119646,49.9,0.314780235,2537568,101204.6395
Hybrid,100,1024,2.299666055,1.071045059,49.9,0.315649986,2537568,108291.1777
Hybrid,100,1024,2.372165269,1.095381274,49.9,0.317957878,2537568,108860.3381
Hybrid,100,1024,2.215504006,1.04775076,49.9,0.320048332,2537568,95380.79537
Hybrid,100,10240,5.586296262,3.7809551,49.85,0.361376762,2537568,97486.17396
Hybrid,100,10240,5.501290783,3.74341273,49.9,0.361380577,2537568,105498.0014
Hybrid,100,10240,5.486956972,3.745623981,49.95,0.353835106,2537568,104851.0542
Hybrid,100,10240,5.50120679,3.747581912,49.9,0.354674339,2537568,102371.5173
Hybrid,100,10240,5.58737875,3.849959234,49.85,0.357020378,2537568,116110.2979
Hybrid,100,10240,5.470583099,3.759714018,49.9,0.359061241,2537568,105123.8224
Hybrid,100,10240,6.530665909,3.840830119,49.95,0.361357689,2537568,125508.3076
Hybrid,100,10240,5.507251073,3.749999683,49.95,0.361380577,2537568,99488.82779
Hybrid,100,10240,5.725540803,4.053498094,49.9,0.353835106,2537568,103843.7714
Hybrid,100,10240,5.496496917,3.774620593,49.95,0.354727745,2537568,114518.8565
Hybrid,1000,128,22.8214481,7.373104105,49.8,2.927945137,255775968,1048919.948
Hybrid,1000,128,19.53412633,7.023841492,49.8,2.85606575,255775968,1086953.966
Hybrid,1000,128,22.81444755,7.373325723,49.8,2.927376403,255775968,1048494.351
Hybrid,1000,128,19.56116376,7.021724339,49.8,2.856229722,255775968,1087173.904
Hybrid,1000,128,22.80424072,7.372113874,49.8,2.927474698,255775968,1048818.108
Hybrid,1000,128,22.8154634,7.372129134,49.8,2.927490669,255775968,1048861.43
Hybrid,1000,128,19.53835101,7.025369486,49.8,2.857179592,255775968,1086856.06
Hybrid,1000,128,22.8155178,7.367568432,49.8,2.928062413,255775968,1048891.988
Hybrid,1000,128,22.81677953,7.372286064,49.8,2.927265621,255775968,1048875.606
Hybrid,1000,128,22.8669116,7.37192093,49.8,2.927370996,255775968,1048972.826
Hybrid,1000,1024,23.13951228,10.72857977,49.8,2.858282089,255775968,1031590.913
Hybrid,1000,1024,24.44992965,11.765523,49.8,2.858350754,255775968,1048680.918
Hybrid,1000,1024,24.45128412,11.76453053,49.8,2.858350475,255775968,1048705.25
Hybrid,1000,1024,23.14024267,10.73035148,49.8,2.858282333,255775968,1031475.406
Hybrid,1000,1024,24.45183015,11.76137802,49.8,2.85835083,255775968,1048663.691
Hybrid,1000,1024,23.14031971,10.72842263,49.8,2.858282616,255775968,1031696.392
Hybrid,1000,1024,24.44860523,11.75831195,49.8,2.85835109,255775968,1048702.163
Hybrid,1000,1024,23.14487876,10.72624304,49.8,2.858282045,255775968,1031585.025
Hybrid,1000,1024,24.45573593,11.77185565,49.8,2.858350518,255775968,1048676.019
Hybrid,1000,1024,24.44863634,11.77082857,49.8,2.85835063,255775968,1048591.337
Hybrid,1000,10240,54.59901883,38.08813717,49.85,2.893392563,255775968,1009043.114
Hybrid,1000,10240,56.99420848,38.54059114,49.8,2.903505325,255775968,1087041.186
Hybrid,1000,10240,54.60350245,38.08794005,49.84984768,2.893367162,255775968,1008791.804
Hybrid,1000,10240,54.60056306,38.08765597,49.84985525,2.893339118,255775968,1008714.877
Hybrid,1000,10240,54.59968836,38.08660419,49.8504477,2.893391406,255775968,1009796.587
Hybrid,1000,10240,54.61157604,38.08627462,49.84978724,2.893490677,255775968,1008288.632
Hybrid,1000,10240,54.61015398,38.09181309,49.84980344,2.893341335,255775968,1009618.906
Hybrid,1000,10240,54.58083847,38.08579589,49.84966866,2.893437112,255775968,1008934.864
Hybrid,1000,10240,54.58841135,38.08869618,49.85056659,2.893423657,255775968,1008657.725
Hybrid,1000,10240,56.97645038,38.54165631,49.80006535,2.903488556,255775968,1086769.406
Hybrid,10000,128,190.2928287,71.98107213,49.9,3.775587273,25597759968,10608167.26
Hybrid,10000,128,222.2466482,77.89203495,49.9,3.775605583,25597759968,10585634.79
Hybrid,10000,128,190.549943,71.93851285,49.9,3.77558718,25597759968,10607990.78
Hybrid,10000,128,190.4086467,72.02298763,49.9,3.775587318,25597759968,10607903.62
Hybrid,10000,128,190.2003046,72.04545471,49.9,3.775587127,25597759968,10608283.61
Hybrid,10000,128,222.3018517,77.89255242,49.9,3.775605654,25597759968,10585416.34
Hybrid,10000,128,190.3258953,71.93096074,49.9,3.77558724,25597759968,10608293.58
Hybrid,10000,128,222.4097338,77.85943001,49.9,3.775605555,25597759968,10585591.28
Hybrid,10000,128,222.4410751,77.8372115,49.9,3.775605613,25597759968,10585514.9
Hybrid,10000,128,222.0606324,77.87612228,49.9,3.775605651,25597759968,10585547.94
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,1024,209.8466556,78.09262756,49.89599422,3.777520189,25107786544,10595200.72
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
Hybrid,10000,10240,219.4442433,86.43977525,49.8685564,3.780972126,25042538244,10593675.04
TreeKEM,5,128,3.428541939,8.463292033,50,0.074286461,128,1666.114291
TreeKEM,5,128,1.743833011,8.342166082,50,0.022296906,128,1167.565459
TreeKEM,5,128,1.719251042,8.230165986,47.05,0.020610809,128,1360.841083
TreeKEM,5,128,1.710584038,8.105832967,50,0.020320892,128,1555.5875
TreeKEM,5,128,1.778458944,8.268083038,50,0.020328522,128,1188.262125
TreeKEM,5,128,1.806290995,8.248499944,49.95,0.020587921,128,1232.900916
TreeKEM,5,128,1.80370803,8.324707975,49.95,0.020622253,128,1268.730167
TreeKEM,5,128,1.848874963,8.347749012,49.95,0.020626068,128,1354.297
TreeKEM,5,128,1.803291962,8.461875026,50,0.020606995,128,1599.12325
TreeKEM,5,128,1.777083031,8.473207999,50,0.020610809,128,1816.44325
TreeKEM,5,1024,1.847584033,8.410124981,50,0.023166656,128,1224.728708
TreeKEM,5,1024,1.798750018,8.980542072,49.9,0.02161026,128,1695.315667
TreeKEM,5,1024,1.837290998,8.255916939,50,0.022823334,128,1534.749458
TreeKEM,5,1024,1.755625068,8.155625022,50,0.02281189,128,1154.565375
TreeKEM,5,1024,1.746998925,8.286251046,49.85,0.02281189,128,1210.581542
TreeKEM,5,1024,1.725207083,8.128498914,49.05,0.022792816,128,1164.939959
TreeKEM,5,1024,1.868083084,9.097665956,50,0.022789001,128,1256.676583
TreeKEM,5,1024,1.729208045,8.291832986,50,0.022773743,128,974.11175
TreeKEM,5,1024,1.73066702,8.098081977,49.95,0.022781372,128,1330.605291
TreeKEM,5,1024,1.80187606,8.831666084,49.95,0.022750854,128,1120.20025
TreeKEM,5,10240,1.741916058,8.465082967,50,0.065158844,128,1376.042625
TreeKEM,5,10240,1.866791048,9.058333002,50,0.065139771,128,1388.733083
TreeKEM,5,10240,1.753584016,8.216041024,50,0.065132141,128,1188.740125
TreeKEM,5,10240,1.769248978,8.33095907,49.9,0.065383911,128,1275.797875
TreeKEM,5,10240,1.838416967,8.714792028,50,0.065494537,128,1725.217125
TreeKEM,5,10240,1.795833989,8.248165948,49.2,0.065479279,128,1166.834791
TreeKEM,5,10240,1.817542943,8.307834971,50,0.065475464,128,1265.373583
TreeKEM,5,10240,1.889749954,8.402667998,50,0.065486908,128,980.166917
TreeKEM,5,10240,1.914958993,8.736250922,50,0.065145493,128,1019.575125
TreeKEM,5,10240,1.759749954,8.597251028,50,0.065113068,128,1621.870209
TreeKEM,50,128,20.78291395,102.0652489,49.6,0.046562195,1568,1207.809958
TreeKEM,50,128,21.43566404,104.3788769,49.9,0.041591644,1568,1605.31875
TreeKEM,50,128,20.85021214,101.302952,49.4,0.046573639,1568,1860.297166
TreeKEM,50,128,21.24958712,102.7838741,50,0.045585632,1568,1401.225791
TreeKEM,50,128,21.51541814,114.4240021,49.45,0.04656601,1568,2561.225708
TreeKEM,50,128,21.79691487,106.7882489,49.95,0.046573639,1568,942.144834
TreeKEM,50,128,21.15687501,104.170833,50,0.046272278,1568,1962.318583
TreeKEM,50,128,20.80962603,101.1813697,50,0.046573639,1568,1242.53725
TreeKEM,50,128,21.82337706,105.8993319,49.95,0.039779663,1568,1597.146625
TreeKEM,50,128,21.11662802,103.9771317,49.95,0.046585083,1568,1803.632542
TreeKEM,50,1024,21.06058324,103.9634569,50,0.035942078,1568,1837.68425
TreeKEM,50,1024,20.87420737,101.7570859,50,0.04914093,1568,1288.0465
TreeKEM,50,1024,20.78454616,100.6265792,50,0.044168472,1568,1287.809959
TreeKEM,50,1024,20.75504593,100.8871284,49.95,0.04914093,1568,1237.081792
TreeKEM,50,1024,21.267751,104.2836668,50,0.04914093,1568,2113.599791
TreeKEM,50,1024,20.94029012,102.7594599,50,0.048847198,1568,1928.880709
TreeKEM,50,1024,20.88408481,101.9752468,50,0.049129486,1568,1443.5945
TreeKEM,50,1024,20.92854399,103.3698731,50,0.041301727,1568,1681.840333
TreeKEM,50,1024,20.95270995,102.7917519,50,0.049121857,1568,2103.314292
TreeKEM,50,1024,20.80108522,101.8312048,49.3,0.036437988,1568,1371.23
TreeKEM,50,10240,20.92045179,101.457204,50,0.091350555,1568,2120.43975
TreeKEM,50,10240,20.91712196,104.0149148,49.9,0.087228775,1568,1219.749542
TreeKEM,50,10240,21.0889579,103.8428311,50,0.091350555,1568,1588.336708
TreeKEM,50,10240,20.71799972,101.0821692,50,0.091369629,1568,1496.238292
TreeKEM,50,10240,21.14537492,103.5040432,49.95,0.091075897,1568,1755.591833
TreeKEM,50,10240,20.63666616,99.53108191,50,0.091362,1568,1826.996417
TreeKEM,50,10240,20.86399886,101.7996239,49.95,0.083530426,1568,1405.146125
TreeKEM,50,10240,20.78624821,100.4027071,50,0.091365814,1568,1713.027209
TreeKEM,50,10240,21.19204408,102.9258373,49.25,0.079114914,1568,1122.831625
TreeKEM,50,10240,20.75503999,100.143251,49.95,0.091362,1568,1114.828042
TreeKEM,100,128,42.27070615,208.6279973,50,0.051509857,3168,1579.252583
TreeKEM,100,128,42.27362323,206.6290053,50,0.050636292,3168,1404.034709
TreeKEM,100,128,42.05641866,206.0792869,50,0.059333801,3168,2017.800416
TreeKEM,100,128,42.16703802,207.0888748,50,0.068031311,3168,1958.413166
TreeKEM,100,128,42.24325012,208.335079,50,0.075565338,3168,1431.506917
TreeKEM,100,128,42.24924697,207.7002552,50,0.074687958,3168,1631.906542
TreeKEM,100,128,42.42263094,210.7501247,50,0.066562653,3168,1587.308375
TreeKEM,100,128,41.78428964,205.5328755,50,0.058010101,3168,1787.290125
TreeKEM,100,128,44.22475107,219.4100011,49.75,0.049232483,3168,1939.62175
TreeKEM,100,128,42.31604445,206.707163,49.55,0.052951813,3168,2436.787583
TreeKEM,100,1024,42.37520578,205.5336228,50,0.064231873,3168,1663.151625
TreeKEM,100,1024,42.24666691,207.1966637,49.95,0.072910309,3168,1477.88025
TreeKEM,100,1024,42.10553819,205.134006,49.95,0.078128815,3168,1617.548125
TreeKEM,100,1024,42.74904699,210.2792936,50,0.077270508,3168,1602.819375
TreeKEM,100,1024,42.02533251,204.6683287,50,0.069137573,3168,1668.149084
TreeKEM,100,1024,41.80342017,203.2841219,49.35,0.060447693,3168,1580.564958
TreeKEM,100,1024,41.87441693,205.816746,49.95,0.051750183,3168,1731.589709
TreeKEM,100,1024,41.98521026,207.277912,49.95,0.055522919,3168,1959.280167
TreeKEM,100,1024,42.07992408,205.3891292,49.6,0.064216614,3168,1461.704709
TreeKEM,100,1024,42.10450413,204.4049148,50,0.072914124,3168,1922.487708
TreeKEM,100,10240,42.14596294,205.6906678,49.85,0.120349884,3168,1082.1875
TreeKEM,100,10240,42.74536867,207.661833,49.95,0.119495392,3168,1346.344833
TreeKEM,100,10240,42.67850413,204.3520437,49.5,0.111362457,3168,2240.674208
TreeKEM,100,10240,42.13953851,207.2062956,50,0.102664948,3168,1895.808875
TreeKEM,100,10240,42.69916611,204.1811668,49.95,0.093975067,3168,1630.89575
TreeKEM,100,10240,41.97699885,203.5630417,49.95,0.098249435,3168,1584.212334
TreeKEM,100,10240,42.46320954,206.4472499,49.95,0.10694313,3168,1951.226
TreeKEM,100,10240,42.26803809,208.7882503,50,0.11564064,3168,1244.373083
TreeKEM,100,10240,43.38621278,216.8770033,49.2,0.120353699,3168,1942.998083
TreeKEM,100,10240,42.58436873,212.4675382,50,0.119483948,3168,1638.542
TreeKEM,1000,128,425.4843234,2110.992009,50,0.086122513,31968,3728.860084
TreeKEM,1000,128,423.7471582,2055.834958,50,0.086948395,31968,3846.800458
TreeKEM,1000,128,423.7875106,2073.913392,49.95,0.086898804,31968,3889.352167
TreeKEM,1000,128,421.7200816,2057.071813,50,0.086368561,31968,3596.019292
TreeKEM,1000,128,422.638968,2071.651264,50,0.086315155,31968,3560.466666
TreeKEM,1000,128,442.7889551,2132.497629,49.35,0.086914063,31968,4413.013292
TreeKEM,1000,128,422.2274407,2049.260072,49.95,0.086891174,31968,4078.406416
TreeKEM,1000,128,422.753403,2083.713956,50,0.086120605,31968,3654.409125
TreeKEM,1000,128,429.2797796,2119.787032,49.85,0.086605072,31968,3461.682583
TreeKEM,1000,128,470.227579,2340.666958,49.95,0.08719635,31968,3861.847667
TreeKEM,1000,1024,431.7382267,2171.284515,49.45,0.089206696,31968,4002.661458
TreeKEM,1000,1024,425.8668076,2086.33073,49.75,0.088607788,31968,4245.16075
TreeKEM,1000,1024,423.4992986,2077.729972,49.95,0.089767456,31968,4053.951083
TreeKEM,1000,1024,425.5846442,2086.465004,49.35,0.089763641,31968,4102.882292
TreeKEM,1000,1024,422.069941,2053.954278,50,0.088645935,31968,3984.562584
TreeKEM,1000,1024,420.5575792,2041.511793,50,0.089164734,31968,4173.349833
TreeKEM,1000,1024,421.5347134,2046.622335,50,0.089736938,31968,3672.325958
TreeKEM,1000,1024,419.1323481,2042.766795,50,0.089172363,31968,3638.743541
TreeKEM,1000,1024,423.6883242,2094.356382,50,0.08864975,31968,4232.015333
TreeKEM,1000,1024,420.8055395,2043.67571,50,0.089450836,31968,4635.634917
TreeKEM,1000,10240,429.8515885,2100.894725,49.1,0.132188797,31968,4116.636208
TreeKEM,1000,10240,421.8223767,2042.061247,50,0.131673813,31968,3920.6245
TreeKEM,1000,10240,433.4664994,2096.794299,49.75,0.131620407,31968,3793.674459
TreeKEM,1000,10240,423.8686337,2071.192907,50,0.132192612,31968,4143.852125
TreeKEM,1000,10240,420.2300565,2073.300982,50,0.132192612,31968,3621.369834
TreeKEM,1000,10240,419.6086882,2056.170289,50,0.131425858,31968,4319.431792
TreeKEM,1000,10240,423.2287614,2058.855195,49.95,0.131902695,31968,4419.617167
TreeKEM,1000,10240,422.0169986,2040.28814,49.95,0.132490158,31968,3911.618667
TreeKEM,1000,10240,427.3052113,2088.62092,49.8,0.131940842,31968,4122.71925
TreeKEM,1000,10240,421.4359888,2050.016513,50,0.13133049,31968,3808.901166
TreeKEM,10000,128,4247.354115,20715.19956,49.8,0.089782715,319968,26622.19108
TreeKEM,10000,128,4273.997207,20939.32699,49.75,0.089797974,319968,27163.68513
TreeKEM,10000,128,4245.363323,20853.5488,49.95,0.089790344,319968,27183.76454
TreeKEM,10000,128,4239.304704,20694.81678,49.95,0.090126038,319968,27068.22367
TreeKEM,10000,128,4253.74771,20695.82695,49.9,0.090072632,319968,26703.35246
TreeKEM,10000,128,4254.746324,20939.52353,49.7,0.089801788,319968,27194.19829
TreeKEM,10000,128,4310.02269,21499.78335,49.8,0.089782715,319968,28070.73362
TreeKEM,10000,128,4237.996466,20573.81056,50,0.08978653,319968,26634.52204
TreeKEM,10000,128,4270.723432,20931.88317,49.8,0.090129852,319968,27274.00058
TreeKEM,10000,128,4290.830604,21266.7164,49.85,0.090076447,319968,27853.52954
TreeKEM,10000,1024,4269.913051,20956.2485,49.85,0.092357635,319968,27772.55963
TreeKEM,10000,1024,4258.498073,20723.15164,50,0.092342377,319968,26800.01246
TreeKEM,10000,1024,4246.67868,20701.06067,50,0.092353821,319968,26615.06258
TreeKEM,10000,1024,4287.864391,21001.82022,49.85,0.092399597,319968,27194.73333
TreeKEM,10000,1024,4267.200608,20921.14542,49.85,0.092689514,319968,27462.81608
TreeKEM,10000,1024,4256.043276,20847.90809,49.9,0.09236908,319968,26725.69508
TreeKEM,10000,1024,4259.338259,20887.3172,50,0.092353821,319968,26892.15975
TreeKEM,10000,1024,4265.690093,20927.68231,49.85,0.092346191,319968,27147.73163
TreeKEM,10000,1024,4316.816215,21271.11477,49.85,0.092395782,319968,27016.83642
TreeKEM,10000,1024,4262.652227,20793.50223,50,0.092685699,319968,26888.86483
TreeKEM,10000,10240,4268.145408,20855.80668,49.8,0.135072708,319968,27558.41017
TreeKEM,10000,10240,4236.409191,20886.44013,50,0.135084152,319968,27345.8915
TreeKEM,10000,10240,4278.441202,21052.19538,49.8,0.135072708,319968,28158.87142
TreeKEM,10000,10240,4264.864943,21035.27104,49.9,0.135072708,319968,27527.94417
TreeKEM,10000,10240,4304.79659,21202.8394,49.8,0.135404587,319968,28087.26129
TreeKEM,10000,10240,4250.784019,20887.20634,49.95,0.135377884,319968,28381.71304
TreeKEM,10000,10240,4311.686491,21414.58522,49.75,0.135084152,319968,28486.60417
TreeKEM,10000,10240,4251.843022,20817.31382,50,0.135091782,319968,27413.20492
TreeKEM,10000,10240,4272.340192,20854.57595,49.85,0.135076523,319968,27743.09092
TreeKEM,10000,10240,4283.097457,21127.8945,49.95,0.135419846,319968,28960.53842
DoubleRatchet,5,128,0.099375029,0.445333018,33.8,0.302214622,128,20.844666
DoubleRatchet,5,128,0.16796001,0.363332103,49.85,0.01301384,128,20.45637497
DoubleRatchet,5,128,0.166459009,0.39375003,49.9,0.010878563,128,18.39787501
DoubleRatchet,5,128,0.161209027,0.375042029,49.9,0.010298729,128,19.46108299
DoubleRatchet,5,128,0.175626948,0.390083005,49.9,0.0102911,128,18.33466702
DoubleRatchet,5,128,0.168457977,0.378709112,49.9,0.01028347,128,18.22850003
DoubleRatchet,5,128,0.16120798,0.373916002,49.9,0.010275841,128,17.95941597
DoubleRatchet,5,128,0.168500002,0.383166072,49.9,0.010260582,128,19.03074997
DoubleRatchet,5,128,0.13929297,0.306459086,49.85,0.010252953,128,17.344583
DoubleRatchet,5,128,0.060914899,0.135166978,49.8,0.010245323,128,11.12104103
DoubleRatchet,5,1024,0.318125996,0.527708966,49.45,0.01280117,128,19.63579201
DoubleRatchet,5,1024,0.322290929,0.567501062,49.85,0.012793541,128,19.23162496
DoubleRatchet,5,1024,0.35287498,0.692916976,49.85,0.012785912,128,19.52129201
DoubleRatchet,5,1024,0.421083998,0.616082922,49.85,0.012778282,128,18.461
DoubleRatchet,5,1024,0.32295892,0.580417051,45.65,0.012770653,128,19.759583
DoubleRatchet,5,1024,0.391417067,0.868916977,46.55,0.012755394,128,20.862
DoubleRatchet,5,1024,0.481000054,0.865875045,49.45,0.012747765,128,26.23704198
DoubleRatchet,5,1024,0.381666934,0.737999973,49.85,0.012740135,128,24.63379101
DoubleRatchet,5,1024,0.368373992,0.628792041,50,0.012732506,128,28.62724999
DoubleRatchet,5,1024,0.434168032,0.672667986,50,0.012724876,128,24.664625
DoubleRatchet,5,10240,1.087584067,0.994207978,49.9,0.047217369,128,29.62891699
DoubleRatchet,5,10240,1.321250049,1.538625918,49.95,0.04720974,128,32.462042
DoubleRatchet,5,10240,1.484416949,1.809124951,49.9,0.04720211,128,31.71637497
DoubleRatchet,5,10240,1.315957052,1.800000027,49.95,0.047186852,128,35.397625
DoubleRatchet,5,10240,1.350164937,1.657667046,49.85,0.047125816,128,29.919833
DoubleRatchet,5,10240,1.337959955,1.836583018,49.9,0.047118187,128,33.94516598
DoubleRatchet,5,10240,1.355790999,1.568167063,49.55,0.047110558,128,35.01574998
DoubleRatchet,5,10240,1.558208955,1.698042091,49.95,0.047110558,128,34.757916
DoubleRatchet,5,10240,1.173874014,1.392374979,49.3,0.047110558,128,31.21262504
DoubleRatchet,5,10240,1.459499937,1.703916001,50,0.047110558,128,36.238209
DoubleRatchet,50,128,0.596170139,1.477915852,49.85,0.680970192,1568,463.243333
DoubleRatchet,50,128,0.597500068,1.491209026,47.3,0.575867653,1568,486.804625
DoubleRatchet,50,128,0.600497006,1.502873725,50,0.575867653,1568,455.336208
DoubleRatchet,50,128,0.592251134,1.457792183,50,0.575867653,1568,452.077875
DoubleRatchet,50,128,0.602126005,1.461244072,50,0.575867653,1568,457.02025
DoubleRatchet,50,128,0.605296053,1.545542036,50,0.575867653,1568,457.265833
DoubleRatchet,50,128,0.595710182,1.480954117,49.95,0.575867653,1568,451.500583
DoubleRatchet,50,128,0.615252007,1.540208119,49.95,0.575867653,1568,449.746958
DoubleRatchet,50,128,0.616374018,1.640668896,49.9,0.575867653,1568,434.90975
DoubleRatchet,50,128,0.619040802,1.544752158,49.95,0.575867653,1568,452.847333
DoubleRatchet,50,1024,1.113042061,1.981495821,49.95,0.578431129,1568,452.809583
DoubleRatchet,50,1024,1.176706864,2.087921079,50,0.578431129,1568,453.795667
DoubleRatchet,50,1024,1.159211039,2.036332269,49.95,0.578431129,1568,457.196125
DoubleRatchet,50,1024,1.111248159,1.995706058,49.8,0.578431129,1568,462.115833
DoubleRatchet,50,1024,1.122999878,2.074792108,50,0.578431129,1568,451.836709
DoubleRatchet,50,1024,1.103415911,1.962792128,47.75,0.578431129,1568,484.39525
